report_id,district,date_of_report,victim_age,victim_gender,reporter_type,description,abuse_types,risk_level,follow_up_required,case_status,urban_rural,Physical violence,Sexual abuse,Emotional abuse,Neglect (basic needs),Child labor,Early marriage,Exploitation,Educational deprivation,Abandonment,Cyber exploitation,follow_up_Yes,follow_up_No,follow_up_pending
3221017,Dinajpur,2/23/2024,9,Female,Relative,Child observed burns. Corroborating evidence exists.,Physical violence,medium,Pending,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,0,1
22891101,Panchagarh,6/2/2023,5,Female,Child helpline,"Child not attending school since 1 year, engaged in factory labor. Multiple similar reports in area.","Educational deprivation, Child labor",medium,Yes,Open,Urban,0,0,0,0,1,0,0,1,0,0,1,0,0
39032530,Chandpur,10/4/2022,15,Female,NGO staff,Child reported inappropriate touching. Case requires immediate attention.,Sexual abuse,medium,Pending,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,0,0,1
60958219,Habiganj,2/10/2025,6,Male,Neighbor,"Child engaged in hazardous work, involved in grooming. Family denies allegations.","Child labor, Cyber exploitation",medium,Pending,Investigation,Urban,0,0,0,0,1,0,0,0,0,1,0,0,1
9505599,Mymensingh,4/30/2023,14,Female,Anonymous,"Child involved in grooming, not attending school since 1 year, observed burns. Multiple similar reports in area.","Cyber exploitation, Educational deprivation, Physical violence",severe,Yes,Investigation,Rural,1,0,0,0,0,0,0,1,0,1,1,0,0
54046557,Brahmanbaria,2/2/2024,,Female,Child helpline,Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
39614267,Mymensingh,10/30/2023,10,Other,Neighbor,"Child left at hospital for days, not attending school since 2 years. Corroborating evidence exists.","Abandonment, Educational deprivation",medium,Yes,Open,Urban,0,0,0,0,0,0,0,1,1,0,1,0,0
71748743,Patuakhali,6/3/2022,11,Male,Child helpline,"Child subjected to begging ring, appears poorly clothed. Family denies allegations.","Exploitation, Neglect (basic needs)",severe,Yes,Open,Rural,0,0,0,1,0,0,1,0,0,0,1,0,0
57396373,Narayanganj,4/22/2025,3,Male,Child helpline,Child subjected to sexual exploitation. Corroborating evidence exists.,Exploitation,medium,Yes,Closed,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
40868364,Kurigram,9/16/2021,16,Male,Healthcare worker,Child observed bruises. Case requires immediate attention.,Physical violence,medium,No,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
77197373,Rajshahi,5/6/2021,7,Female,Police,"Child subjected to forced labor, appears malnourished. Family denies allegations.","Exploitation, Neglect (basic needs)",severe,Yes,Open,Urban,0,0,0,1,0,0,1,0,0,0,1,0,0
87491287,Munshiganj,6/23/2024,12,Male,Police,"Child subjected to sexual exploitation, shows signs of fearfulness. Multiple similar reports in area.","Exploitation, Emotional abuse",severe,Pending,Open,Rural,0,0,1,0,0,0,1,0,0,0,0,0,1
45670350,Gopalganj,12/27/2024,9,Female,Family member (father),"Child appears poorly clothed, arranged marriage at age 17, subjected to begging ring. Multiple similar reports in area.","Neglect (basic needs), Early marriage, Exploitation",severe,Pending,Open,Rural,0,0,0,1,0,1,1,0,0,0,0,0,1
58971227,Rajshahi,11/28/2022,17,Male,Social worker,Child left at home alone for weeks. Corroborating evidence exists.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
63537525,Gaibandha,4/18/2023,14,Male,Child helpline,"Child shows signs of depression, involved in grooming. Family denies allegations.","Emotional abuse, Cyber exploitation",medium,Yes,Closed,Urban,0,0,1,0,0,0,0,0,0,1,1,0,0
93751290,Dhaka,10/13/2024,12,Female,Community leader,"Child subjected to sexual exploitation, appears malnourished. Multiple similar reports in area.","Exploitation, Neglect (basic needs)",severe,Pending,Open,Rural,0,0,0,1,0,0,1,0,0,0,0,0,1
73480721,Narayanganj,8/25/2024,1,Male,NGO staff,"Child left at home alone for days, appears without proper shelter, involved in sextortion. Multiple similar reports in area.","Abandonment, Neglect (basic needs), Cyber exploitation",severe,Yes,Open,Urban,0,0,0,1,0,0,0,0,1,1,1,0,0
12351527,Tangail,12/3/2023,17,Female,Community leader,Child reported assault. Case requires immediate attention.,Sexual abuse,medium,Pending,Closed,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
54552805,Chattogram,12/8/2024,3,Male,Healthcare worker,"Child subjected to sexual exploitation, involved in grooming. Corroborating evidence exists.","Exploitation, Cyber exploitation",severe,Pending,Open,Rural,0,0,0,0,0,0,1,0,0,1,0,0,1
51833830,Jhalokati,5/29/2023,11,Other,Anonymous,"Child left with neighbors for weeks, involved in sextortion. Family denies allegations.","Abandonment, Cyber exploitation",severe,Yes,Closed,Rural,0,0,0,0,0,0,0,0,1,1,1,0,0
98372844,Sylhet,12/30/2023,3,Female,Teacher,Child left with neighbors for weeks. Corroborating evidence exists.,Abandonment,medium,Pending,Open,Rural,0,0,0,0,0,0,0,0,1,0,0,0,1
94813341,Mymensingh,5/30/2024,11,Female,Police,"Child not attending school since 6 months, arranged marriage at age 12. Family denies allegations.","Educational deprivation, Early marriage",medium,Yes,Open,Urban,0,0,0,0,0,1,0,1,0,0,1,0,0
27300398,Rajbari,2/20/2023,1,Female,Police,Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
16186167,Chapai Nawabganj,1/26/2025,14,Male,Community leader,"Child shows signs of depression, not attending school since 6 months. Corroborating evidence exists.","Emotional abuse, Educational deprivation",medium,Yes,Closed,Rural,0,0,1,0,0,0,0,1,0,0,1,0,0
56796018,Narayanganj,12/18/2023,4,Male,Teacher,Child shows signs of withdrawal. Multiple similar reports in area.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
12552413,Rangamati,6/24/2023,7,Female,Relative,Child observed bruises. Multiple similar reports in area.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
46971864,Bogra,2/6/2023,8,Female,Teacher,"Child shows signs of withdrawal, appears without proper shelter, engaged in factory labor. Case requires immediate attention.","Emotional abuse, Neglect (basic needs), Child labor",severe,Yes,Open,Rural,0,0,1,1,1,0,0,0,0,0,1,0,0
61602106,Sirajganj,10/8/2022,11,Male,Relative,Child arranged marriage at age 16. Corroborating evidence exists.,Early marriage,medium,Pending,Open,Urban,0,0,0,0,0,1,0,0,0,0,0,0,1
41368225,Gaibandha,12/1/2024,16,Male,Child helpline,Child involved in sextortion. Family denies allegations.,Cyber exploitation,mild,Yes,Closed,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
63306977,Sherpur,12/6/2022,1,Male,Relative,Child not attending school since 6 months. Case requires immediate attention.,Educational deprivation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
65563160,Barguna,8/21/2024,7,Male,NGO staff,Child engaged in hazardous work. Case requires immediate attention.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
5624184,Rajbari,1/14/2023,15,Male,Relative,"Child reported assault, engaged in excessive working hours. Corroborating evidence exists.","Sexual abuse, Child labor",severe,No,Closed,Rural,0,1,0,0,1,0,0,0,0,0,0,1,0
5500923,Barishal,11/3/2022,12,Female,Neighbor,Child observed unexplained injuries. Corroborating evidence exists.,Physical violence,medium,Yes,Closed,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
35837282,Manikganj,5/23/2024,14,Male,Child helpline,Child arranged marriage at age 15. Case requires immediate attention.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
26186624,Dinajpur,4/4/2024,6,Male,Family member (aunt),Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
62930321,Natore,2/16/2024,9,Male,NGO staff,Child shows signs of depression. Case requires immediate attention.,Emotional abuse,mild,Yes,Open,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
79174808,Natore,12/28/2022,14,Male,Family member (grandparent),Child not attending school since 6 months. Case requires immediate attention.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
69199552,Pabna,7/9/2024,7,Male,Teacher,Child not attending school since 6 months. Corroborating evidence exists.,Educational deprivation,mild,Yes,Closed,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
42780296,Brahmanbaria,5/3/2022,10,Female,Relative,"Child appears without proper shelter, reported inappropriate touching. Case requires immediate attention.","Neglect (basic needs), Sexual abuse",severe,Yes,Investigation,Rural,0,1,0,1,0,0,0,0,0,0,1,0,0
83723817,Moulvibazar,5/16/2023,13,Female,Anonymous,Child observed unexplained injuries. Multiple similar reports in area.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
78751165,Madaripur,11/6/2024,13,Female,Anonymous,"Child observed unexplained injuries, not attending school since 2 years, arranged marriage at age 15. Family denies allegations.","Physical violence, Educational deprivation, Early marriage",severe,Yes,Investigation,Urban,1,0,0,0,0,1,0,1,0,0,1,0,0
89394129,Nilphamari,8/17/2022,2,Female,Social worker,"Child reported assault, shows signs of fearfulness, engaged in excessive working hours. Corroborating evidence exists.","Sexual abuse, Emotional abuse, Child labor",severe,Yes,Open,Urban,0,1,1,0,1,0,0,0,0,0,1,0,0
49546285,Narsingdi,5/22/2023,11,Male,Community leader,"Child left at hospital for weeks, engaged in hazardous work. Corroborating evidence exists.","Abandonment, Child labor",severe,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,1,0,1,0,0
80501037,Bhola,3/14/2024,,Female,Healthcare worker,Child arranged marriage at age 16. Family denies allegations.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
83929831,Sylhet,1/11/2022,10,Male,Anonymous,Child involved in online harassment. Corroborating evidence exists.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
83908137,Barishal,9/13/2022,8,Male,Teacher,Child appears without proper shelter. Case requires immediate attention.,Neglect (basic needs),mild,Yes,Investigation,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
89932156,Nilphamari,9/10/2023,10,Female,Social worker,Child engaged in factory labor. Multiple similar reports in area.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
55480480,Barishal,7/6/2021,7,Female,Healthcare worker,Child arranged marriage at age 17. Family denies allegations.,Early marriage,medium,Yes,Open,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
50400018,Feni,1/6/2025,11,Male,Police,Child shows signs of withdrawal. Case requires immediate attention.,Emotional abuse,mild,Yes,Closed,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
63703205,Lakshmipur,9/19/2024,7,Male,Neighbor,Child reported inappropriate touching. Case requires immediate attention.,Sexual abuse,medium,Pending,Open,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
27078245,Barishal,5/11/2024,3,Male,Child helpline,Child engaged in hazardous work. Family denies allegations.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
98722647,Jamalpur,8/27/2024,5,Male,Anonymous,Child shows signs of depression. Family denies allegations.,Emotional abuse,mild,Pending,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,0,0,1
23305854,Chapai Nawabganj,12/24/2023,14,Male,Relative,"Child appears poorly clothed, reported inappropriate touching. Multiple similar reports in area.","Neglect (basic needs), Sexual abuse",severe,Yes,Investigation,Rural,0,1,0,1,0,0,0,0,0,0,1,0,0
39628479,Noakhali,12/2/2022,17,Male,Anonymous,Child not attending school since 6 months. Multiple similar reports in area.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
15684583,Bandarban,1/16/2025,4,Male,Anonymous,Child involved in online harassment. Corroborating evidence exists.,Cyber exploitation,mild,Pending,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,0,0,1
32295567,Netrokona,2/25/2023,17,Male,Police,"Child not attending school since 6 months, involved in online harassment, reported assault. Case requires immediate attention.","Educational deprivation, Cyber exploitation, Sexual abuse",severe,Yes,Open,Rural,0,1,0,0,0,0,0,1,0,1,1,0,0
16231330,Dinajpur,2/8/2025,11,Female,Teacher,Child engaged in factory labor. Case requires immediate attention.,Child labor,mild,Yes,Closed,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
50739355,Sirajganj,11/2/2022,17,Female,Neighbor,"Child arranged marriage at age 17, left at home alone for weeks. Corroborating evidence exists.","Early marriage, Abandonment",severe,Yes,Open,Rural,0,0,0,0,0,1,0,0,1,0,1,0,0
32756368,Pirojpur,5/6/2024,9,Male,Social worker,Child arranged marriage at age 17. Multiple similar reports in area.,Early marriage,medium,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
85650985,Shariatpur,4/30/2023,9,Female,Family member (aunt),Child not attending school since 6 months. Case requires immediate attention.,Educational deprivation,mild,No,Open,Urban,0,0,0,0,0,0,0,1,0,0,0,1,0
48984713,Gopalganj,11/6/2023,12,Female,Family member (father),Child left with neighbors for weeks. Family denies allegations.,Abandonment,medium,Pending,Open,Rural,0,0,0,0,0,0,0,0,1,0,0,0,1
38323931,Barguna,8/23/2021,12,Male,NGO staff,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,Pending,Open,Urban,0,0,0,1,0,0,0,0,0,0,0,0,1
61191977,Dhaka,5/31/2023,9,Male,Child helpline,Child not attending school since 1 year. Corroborating evidence exists.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
84277013,Pirojpur,8/9/2022,4,Male,Family member (mother),"Child reported assault, arranged marriage at age 12. Multiple similar reports in area.","Sexual abuse, Early marriage",severe,Yes,Open,Urban,0,1,0,0,0,1,0,0,0,0,1,0,0
22161572,Moulvibazar,8/22/2023,16,Male,Neighbor,Child reported assault. Case requires immediate attention.,Sexual abuse,medium,No,Closed,Urban,0,1,0,0,0,0,0,0,0,0,0,1,0
70844911,Nilphamari,8/26/2024,15,Male,Healthcare worker,Child arranged marriage at age 15. Family denies allegations.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
13515126,Sirajganj,1/12/2025,16,Female,Community leader,Child engaged in excessive working hours. Family denies allegations.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
51854983,Cumilla,2/15/2024,5,Male,Community leader,Child observed fractures. Multiple similar reports in area.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
36602526,Natore,9/6/2023,6,Female,Neighbor,"Child arranged marriage at age 15, engaged in hazardous work. Family denies allegations.","Early marriage, Child labor",severe,Pending,Investigation,Rural,0,0,0,0,1,1,0,0,0,0,0,0,1
19088920,Sherpur,2/18/2025,9,Female,Neighbor,Child left with neighbors for days. Corroborating evidence exists.,Abandonment,medium,Pending,Closed,Urban,0,0,0,0,0,0,0,0,1,0,0,0,1
5489209,Joypurhat,4/19/2025,4,Female,Anonymous,Child arranged marriage at age 12. Multiple similar reports in area.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
58610527,Noakhali,12/11/2020,8,Male,Family member (mother),Child observed fractures. Case requires immediate attention.,Physical violence,medium,Yes,Closed,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
79750819,Bogra,4/7/2024,9,Other,Teacher,"Child subjected to begging ring, not attending school since 1 year, left at hospital for weeks. Family denies allegations.","Exploitation, Educational deprivation, Abandonment",severe,Yes,Open,Rural,0,0,0,0,0,0,1,1,1,0,1,0,0
35978502,Jamalpur,7/13/2022,6,Male,Teacher,Child appears without proper shelter. Corroborating evidence exists.,Neglect (basic needs),mild,Yes,Investigation,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
17157251,Rangamati,10/22/2024,15,Male,Community leader,Child reported inappropriate touching. Multiple similar reports in area.,Sexual abuse,medium,Yes,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
35031379,Pirojpur,1/19/2024,14,Female,Community leader,"Child shows signs of fearfulness, arranged marriage at age 17. Multiple similar reports in area.","Emotional abuse, Early marriage",severe,Yes,Open,Rural,0,0,1,0,0,1,0,0,0,0,1,0,0
94114843,Madaripur,11/6/2023,15,Male,Child helpline,"Child not attending school since 6 months, reported assault. Case requires immediate attention.","Educational deprivation, Sexual abuse",severe,Yes,Investigation,Urban,0,1,0,0,0,0,0,1,0,0,1,0,0
28674557,Habiganj,9/14/2024,5,Male,Police,"Child involved in online harassment, arranged marriage at age 14. Case requires immediate attention.","Cyber exploitation, Early marriage",severe,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,1,1,0,0
91471217,Mymensingh,10/16/2024,14,Male,Teacher,Child left at home alone for days. Family denies allegations.,Abandonment,medium,No,Closed,Urban,0,0,0,0,0,0,0,0,1,0,0,1,0
87353005,Chapai Nawabganj,2/9/2024,17,Other,Teacher,"Child involved in online harassment, reported assault, left at home alone for days. Multiple similar reports in area.","Cyber exploitation, Sexual abuse, Abandonment",severe,Yes,Investigation,Urban,0,1,0,0,0,0,0,0,1,1,1,0,0
41214945,Rajshahi,1/5/2025,11,Male,NGO staff,Child engaged in hazardous work. Multiple similar reports in area.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
8288822,Patuakhali,1/23/2023,16,Female,Social worker,Child observed burns. Corroborating evidence exists.,Physical violence,medium,Pending,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,0,1
49471787,Sherpur,9/18/2024,13,Female,Teacher,Child involved in online harassment. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
50536642,Cox's Bazar,5/18/2023,17,Female,Healthcare worker,Child involved in grooming. Family denies allegations.,Cyber exploitation,mild,Yes,Closed,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
90397201,Natore,3/17/2025,13,Male,Social worker,Child involved in sextortion. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
25918428,Madaripur,9/13/2022,6,Male,Healthcare worker,Child observed bruises. Multiple similar reports in area.,Physical violence,medium,Yes,Closed,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
10770116,Moulvibazar,3/9/2022,10,Male,Family member (mother),"Child not attending school since 2 years, subjected to sexual exploitation. Corroborating evidence exists.","Educational deprivation, Exploitation",medium,Yes,Open,Urban,0,0,0,0,0,0,1,1,0,0,1,0,0
